CrashGuard.java,com.fasttrack.security.CrashGuard$1.run,#9978,2249,1641
SafeWindowManager.java,com.fasttrack.security.floatwindow.SafeWindowManager.addView,#2869,2,1
NotificationCleanerGuideView.java,com.fasttrack.security.notificationcleaner.guide.NotificationCleanerGuideView$2.lambda$onAnimationEnd$0,#3384,2,2
SessionMgr.java,com.ihs.app.framework.inner.SessionMgr.com.ihs.app.framework.inner.HomeKeyTracker.startTracker,#3689,2,2
FlurryLogger.java,net.appcloudbox.common.analytics.logger.FlurryLogger$FlurryDBHelper.getFlurryItems,#3768,2,1
AdmobBannerAdapter.java,net.appcloudbox.ads.adadapter.AdmobBannerAdapter.AdmobBannerAdapter$2.run,#4116,2,1
FlashButton.java,com.fasttrack.security.lockscreen.charging.view.FlashButton.drawableToBitmap,#4195,2,2
SecurityDBManager.java,com.fasttrack.security.manager.SecurityDBManager.,#4262,2,1
FlurryLogger.java,net.appcloudbox.common.analytics.logger.FlurryLogger$FlurryDBHelper.getWriteableDB,#4442,2,1
GLSurfaceView.java,android.opengl.GLSurfaceView$EglHelper.throwEglException,#4449,2,1
AppRunningUtils.java,com.ihs.device.common.utils.AppRunningUtils.getRunningAppFromService,#4462,2,1
BoostAnimationManager.java,com.fasttrack.security.boost.BoostAnimationManager.getBoostAppIconDrawables,#5030,2,1
ScanAnimationView.java,com.fasttrack.security.view.ScanAnimationView.,#5297,2,1
g,com.avl.engine.j.g.b,#5758,2,1
AppLockOptionActivity.java,com.fasttrack.security.applock.AppLockOptionActivity.onCreate,#6153,2,1
ResultTransitionUtils.java,com.fasttrack.security.resultpage.util.ResultTransitionUtils.startForNotificationCleaner,#6341,2,2
ResultTransitionUtils.java,com.fasttrack.security.resultpage.util.ResultTransitionUtils.startForVirusScan,#6836,2,2
AcbMapUtils.java,net.appcloudbox.common.utils.AcbMapUtils.getObject,#6837,2,1
MainActivity.java,com.fasttrack.security.MainActivity$11.run,#6909,2,2
SceneDetector.java,com.fasttrack.security.floatwindow.SceneDetector.checkTopApp,#7028,2,2
Config.java,net.appcloudbox.goldeneye.config.Config$2.getNewConfigDataHashCode,#7378,2,1
SessionMgr.java,com.ihs.app.framework.inner.SessionMgr.startSession,#7706,2,2
AudioManagerAndroid.java,org.chromium.media.AudioManagerAndroid.hasUsbAudio,#8219,2,2
Util.java,net.oneplus.odm.common.Util.getVersionCode,#8550,2,1
:com.google.android.gms@11975448,lep.a,#8701,2,1
MessageSecurityUtil.java,com.fasttrack.security.messagesecurity.MessageSecurityUtil.startActivityByPackageName,#9178,2,2
ProtectedAppDatabaseHelper.java,com.fasttrack.security.applock.manager.ProtectedAppDatabaseHelper.fetchProtectInfo,#9195,2,2
:com.google.android.gms@11975446,com.ihs.device.clean.junk.JunkDataManager.e,#9218,2,1
CallIdleAlert.java,com.call.assistant.ui.CallIdleAlert$4.onClick,#9327,2,1
Permissions.java,com.superapps.util.Permissions.isFloatWindowAllowed,#9370,2,1
BasePermissionActivity.java,com.fasttrack.security.common.BasePermissionActivity.showDialog,#9377,2,1
SmsNotificationInfo.java,com.messagecenter.notification.SmsNotificationInfo.parseMessageExtras,#9425,2,1
:com.google.android.gms.DynamiteModulesA@11975446,bolts.AppLink.sourceUrl,#9426,2,1
ChargingReportUnplugActivity.java,com.ihs.chargingreport.ChargingReportUnplugActivity.onCreate,#9461,2,2
SCApplication.java,com.fasttrack.security.SCApplication.com.fasttrack.security.lockscreen.LockScreenUtils.initLockScreen,#9480,2,2
CallIdleAlert.java,com.call.assistant.ui.CallIdleAlert.com.call.assistant.util.HomeKeyWatcher.startWatch,#9523,2,1
:com.google.android.gms.DynamiteModulesA@11975032,com.airbnb.lottie.ImageLayer.a,#9537,2,1
:com.google.android.gms.DynamiteModulesA@11975436,com.airbnb.lottie.GammaEvaluator.a,#9552,2,2
:com.google.android.gms.DynamiteModulesA@11975030,com.acb.autopilot.inner.data.EventDBHelper.saveMessenger,#9637,2,1
ChargingReportActivity.java,com.ihs.chargingreport.ChargingReportActivity.onCreate,#9698,2,1
:com.google.android.gms.DynamiteModulesA@11975070,com.acb.autopilot.inner.data.EventDBHelper.saveMessenger,#9700,2,1
:com.google.android.gms.DynamiteModulesA@11975032,com.acb.autopilot.inner.data.EventDBHelper.saveMessenger,#9785,2,2
:com.google.android.gms@11975236,com.ihs.device.clean.junk.cache.app.sys.task.SysExternalCacheScanProcessor.d,#9789,2,1
CallLogTask.java,com.call.assistant.task.CallLogTask.doInBackground,#9819,2,1
:com.google.android.gms.DynamiteModulesA@11975448,com.google.android.gms.ads.safebrowsing.d.run,#9949,2,1
SysCacheScanTask.java,com.ihs.device.clean.junk.cache.app.sys.task.SysCacheScanTask$1.run,#10045,2,1
AcbTaskExecutor.java,net.appcloudbox.common.Task.AcbTaskExecutor.onStart,#10049,2,1
MainActivity.java,com.fasttrack.security.MainActivity.setDrawerMenuIcon,#10086,2,2
CardListContent.java,com.fasttrack.security.resultpage.content.CardListContent.initView,#10088,2,1
AndroidHttpRequestEngine.java,com.ihs.commons.connection.httplib.AndroidHttpRequestEngine.setReadTimeout,#10098,2,1
Utils.java,com.fasttrack.security.util.Utils.getDisplayMetrics,#10105,2,2
:com.google.android.gms.DynamiteModulesA@11975034,com.airbnb.lottie.DrawingContent.draw,#10116,2,1
BoostAnimationManager.java,com.fasttrack.security.boost.BoostAnimationManager.startIconAnimation,#10153,2,1
AdUrlGenerator.java,com.mopub.common.AdUrlGenerator.setMncCode,#10159,2,1
SmsMessageAlertActivity.java,com.messagecenter.sms.SmsMessageAlertActivity.onCreate,#10160,2,2
:com.google.android.gms.DynamiteModulesA@11976438,bolts.UnobservedErrorNotifier.task,#10186,2,1
BaseActivity.java,com.ihs.device.clean.junk.cache.app.sys.task.SysExternalCacheScanTask.onCreate,#10250,2,1
SCPackageManager.java,com.fasttrack.security.applock.manager.SCPackageManager.updateInstalledApplicationsOnWorkerThread,#10277,2,1
ScribeEventRecorder.java,com.mopub.common.event.ScribeEventRecorder.dequeueEvents,#10284,2,1
ScanManager.java,com.fasttrack.security.manager.ScanManager.removeApplication,#10285,2,1
VMRuntime.java,dalvik.system.VMRuntime.newNonMovableArray,#48,1,1
CharsetEncoder.java,java.nio.charset.CharsetEncoder.,#269,1,1
CharsetEncoder.java,java.nio.charset.CharsetEncoder.,#350,1,1
GLSurfaceView.java,android.opengl.GLSurfaceView$EglHelper.throwEglException,#575,1,1
p,com.facebook.ads.internal.util.p.a,#744,1,1
HSVersionControlUtils.java,com.ihs.app.utils.HSVersionControlUtils.getAppVersionName,#755,1,1
AndroidHttpRequestEngine.java,com.ihs.commons.connection.httplib.AndroidHttpRequestEngine.getResponseCode,#760,1,1
Networking.java,com.mopub.network.Networking.getUserAgent,#816,1,1
GioneeResourcesManager.java,amigo.theme.core.res.GioneeResourcesManager.loadColorStateList,#1029,1,1
g,com.facebook.ads.internal.g.g.a,#1047,1,1
SnapSurfaceView.java,com.fasttrack.security.view.SnapSurfaceView$2.run,#1155,1,1
b,com.facebook.ads.internal.d.b.uncaughtException,#1271,1,1
CacheDispatcher.java,com.mopub.volley.CacheDispatcher.run,#1319,1,1
SettingLaunchpad.java,com.ihs.device.clean.accessibility.task.SettingLaunchpad.finishLaunchpad,#1410,1,1
WheelView.java,com.fasttrack.security.view.timepickerview.WheelView.cancelFuture,#1958,1,1
GraphResponse.java,com.facebook.GraphResponse.fromHttpConnection,#2028,1,1
HTML5VideoViewProxy.java,android.webkit.HTML5VideoViewProxy$PosterDownloader.cleanup,#2060,1,1
AcbFileUtils.java,net.appcloudbox.common.ImageLoader.AcbFileUtils.getDiskCacheFolder,#2161,1,1
LockScreenManager.java,com.fasttrack.security.lockscreen.LockScreenManager.hideLockScreen$58dfe0b8,#2441,1,1
NativeAd,com.facebook.ads.NativeAd$MediaCacheFlag.,#2520,1,1
AcbHttpConnection.java,net.appcloudbox.common.connection.AcbHttpConnection.jsonFromResponseData,#2636,1,1
AwContentsClient.java,org.chromium.android_webview.AwContentsClient.shouldIgnoreNavigation,#2779,1,1
AcbServerAPIConnection.java,net.appcloudbox.common.connection.AcbServerAPIConnection.SHA256,#2885,1,1
UrlResolutionTask.java,com.mopub.common.UrlResolutionTask.resolveRedirectLocation,#3002,1,1
Parcel.java,android.os.Parcel.readException,#3049,1,1
ViewDebug.java,android.view.ViewDebug.getExportedPropertyMethods,#3093,1,1
AFExecutor,com.appsflyer.AFExecutor.stopExecutorService,#3223,1,1
JunkCleanUninstallFloatView.java,com.fasttrack.security.floatwindow.view.JunkCleanUninstallFloatView.initView$10cf00e,#3412,1,1
HSAppCompatActivity.java,com.ihs.app.framework.activity.HSAppCompatActivity.onCreate,#3468,1,1
FlashStripeView.java,com.fasttrack.security.view.FlashStripeView.onDraw,#3481,1,1
JunkCleanActivity.java,com.fasttrack.security.junkclean.JunkCleanActivity.onCreate,#3533,1,1
FlurryLogger.java,net.appcloudbox.common.analytics.logger.FlurryLogger$FlurryDBHelper.insertFlurry,#3704,1,1
AcbExpressAdView.java,net.appcloudbox.ads.expressads.AcbExpressAdView.startSwitchAdAnimation,#3831,1,1
NativeAdThemeManager.java,net.appcloudbox.ads.expressads.theme.NativeAdThemeManager.downloadRemoteTheme,#3863,1,1
BaseLayer.java,com.airbnb.lottie.BaseLayer.setProgress,#3924,1,1
HSServerAPIConnection.java,com.ihs.commons.connection.HSServerAPIConnection.SHA256,#3930,1,1
Validate.java,com.facebook.internal.Validate.sdkInitialized,#3968,1,1
BaseCenterActivity.java,com.fasttrack.security.common.BaseCenterActivity.onCreate,#4079,1,1
ScanTask.java,com.fasttrack.security.manager.ScanTask.scanFile,#4154,1,1
ChargingRootView.java,com.fasttrack.security.lockscreen.charging.ChargingRootView.onAttachedToWindow,#4165,1,1
ChildConnectionAllocator.java,org.chromium.base.process_launcher.ChildConnectionAllocator.create,#4257,1,1
lr,com.flurry.sdk.lr.b,#4434,1,1
NotificationBlockedActivity.java,com.fasttrack.security.notificationcleaner.activity.NotificationBlockedActivity.startActivityWithPackageName,#4488,1,1
FlurryLogger.java,net.appcloudbox.common.analytics.logger.FlurryLogger$FlurryDBHelper.insertFlurry,#4778,1,1
SPenSupport.java,org.chromium.ui.base.SPenSupport.convertSPenEventAction,#4884,1,1
MainBottomView.java,com.fasttrack.security.main.MainBottomView.onClick,#4929,1,1
JunkHeadCategoryItem.java,com.fasttrack.security.junkclean.list.JunkHeadCategoryItem.createViewHolder,#5002,1,1
ScreenStatusManager.java,com.fasttrack.security.alive.ScreenStatusManager.registerScreenOnOff,#5077,1,1
AsyncTask.java,android.os.AsyncTask$3.done,#5164,1,1
Choreographer.java,android.view.Choreographer.getRefreshRate,#5672,1,1
NativeAd,com.facebook.ads.NativeAd.,#5704,1,1
AVLProvider,com.avl.engine.security.AVLProvider.insert,#5712,1,1
HSChargingManager.java,com.ihs.libcharging.HSChargingManager$2.com.ihs.libcharging.HSChargingManager.processIntent,#5870,1,1
Parcel.java,android.os.Parcel.readException,#5954,1,1
j,com.avl.engine.j.j.d,#6126,1,1
i,com.avl.engine.j.i.a,#6350,1,1
ResultTransitionUtils.java,com.fasttrack.security.resultpage.util.ResultTransitionUtils.startForBattery,#6532,1,1
ResultTransitionUtils.java,com.fasttrack.security.resultpage.util.ResultTransitionUtils.startForCpuCooler$3f786212,#6728,1,1
NotificationCleanerProvider.java,com.fasttrack.security.notificationcleaner.data.NotificationCleanerProvider.fetchBlockedAndTimeValidNotificationDataList$30a3ae68,#6926,1,1
GLSurfaceView.java,android.opengl.GLSurfaceView$EglHelper.throwEglException,#7413,1,1
AsyncTask.java,android.os.AsyncTask$2.call,#7454,1,1
ScanResultActivityNew.java,com.fasttrack.security.scanresult.ScanResultActivityNew.onCreate,#7704,1,1
BoostActivity.java,com.fasttrack.security.boost.BoostActivity.onCreate,#7780,1,1
SessionMgr.java,com.ihs.app.framework.inner.SessionMgr.endSession,#7810,1,1
HSInstallationUtils.java,com.ihs.app.utils.HSInstallationUtils.isGooglePlayInstalled,#7918,1,1
:com.google.android.gms.DynamiteModulesA@11975038,com.google.android.gms.ads.exoplayer3.audio.m.c,#8170,1,1
NetworkChangeNotifierAutoDetect.java,org.chromium.net.NetworkChangeNotifierAutoDetect$MyNetworkCallback.onAvailable,#8355,1,1
GLSurfaceView.java,android.opengl.GLSurfaceView$BaseConfigChooser.chooseConfig,#8537,1,1
MemoryReceiver.java,com.ihs.device.clean.memory.MemoryReceiver.onReceive,#8819,1,1
Permissions.java,com.superapps.util.Permissions.isUsageAccessGranted,#8935,1,1
LibraryLoader.java,org.chromium.base.library_loader.LibraryLoader.loadAlreadyLocked,#8986,1,1
:com.google.android.gms.DynamiteModulesA@11975438,bolts.AppLink.sourceUrl,#9026,1,1
ToastFactory.java,com.huawei.android.hwcontrol.ToastFactory.layoutInflate,#9202,1,1
NotificationMessageAlertActivity.java,com.messagecenter.notification.NotificationMessageAlertActivity.onCreate,#9262,1,1
DismissKeyguradActivity.java,com.fasttrack.security.lockscreen.DismissKeyguradActivity.onCreate,#9267,1,1
NotificationCleanerUtil.java,com.fasttrack.security.notificationcleaner.NotificationCleanerUtil.autoOpenNotificationCleanerIfNeeded,#9269,1,1
:com.google.android.gms.DynamiteModulesA@11975436,com.airbnb.lottie.Cancellable.cancel,#9312,1,1
IncomingCallReceiver.java,com.call.assistant.receiver.IncomingCallReceiver$IncomingCallListener.init,#9315,1,1
Notifications.java,com.superapps.util.Notifications$1.run,#9349,1,1
:com.google.android.gms.DynamiteModulesA@11975448,bolts.UnobservedErrorNotifier.task,#9353,1,1
ImageLoader.java,com.nostra13.universalimageloader.core.ImageLoader.checkConfiguration,#9376,1,1
:com.google.android.gms.DynamiteModulesA@11975036,bolts.AppLinks.a,#9379,1,1
ForegroundAppReporter.java,com.fasttrack.security.applock.core.ForegroundAppReporter.getForegroundPackageNameByGetRunningTask,#9454,1,1
CallIdleAlert.java,com.call.assistant.ui.CallIdleAlert.initEndCallView,#9462,1,1
MainActivity.java,com.fasttrack.security.MainActivity.startLoadingRotateAnimation,#9519,1,1
NotificationMessageAlertActivity.java,com.messagecenter.notification.NotificationMessageAlertActivity.jumpToDefault,#9551,1,1
:com.google.android.gms@11975436,com.ihs.device.clean.junk.JunkDataManager.e,#9563,1,1
:com.google.android.gms@11975234,com.ihs.device.clean.junk.cache.app.sys.task.SysExternalCacheScanProcessor.e,#9566,1,1
SmsIntentService.java,com.messagecenter.service.SmsIntentService.startSmsAlert,#9591,1,1
:com.google.android.gms.DynamiteModulesA@11975246,com.google.android.gms.ads.safebrowsing.d.run,#9628,1,1
CallIdleAlertActivity.java,com.call.assistant.ui.CallIdleAlertActivity.onCreate,#9632,1,1
NotificationMessageAlertActivity.java,com.messagecenter.notification.NotificationMessageAlertActivity.onResume,#9722,1,1
:com.google.android.gms.DynamiteModulesA@11976436,com.airbnb.lottie.Cancellable.cancel,#9734,1,1
:com.google.android.gms.DynamiteModulesA@11975246,com.airbnb.lottie.GreedyContent.absorbContent,#9795,1,1
EntryActivity.java,com.fasttrack.security.EntryActivity.onCreate,#9804,1,1
AudioManagerAndroid.java,org.chromium.media.AudioManagerAndroid.hasUsbAudio,#9881,1,1
:com.google.android.gms.DynamiteModulesA@11975236,com.airbnb.lottie.GreedyContent.absorbContent,#9910,1,1
:com.google.android.gms.DynamiteModulesA@11975436,com.google.android.gms.ads.safebrowsing.d.run,#9955,1,1
AndroidHttpRequestEngine.java,net.appcloudbox.common.connection.httplib.AndroidHttpRequestEngine.getResponseCode,#9969,1,1
GestureLockView.java,com.fasttrack.security.view.GestureLockView.onDraw,#9982,1,1
AlertMgr.java,com.ihs.app.alerts.impl.AlertMgr$2.loadAlertFile,#9994,1,1
:com.google.android.gms.DynamiteModulesA@11975436,com.acb.autopilot.inner.EventManager.context,#10008,1,1
FlurryLogger.java,net.appcloudbox.common.analytics.logger.FlurryLogger$FlurryDBHelper.insertFlurry,#10055,1,1
ResultPageActivity.java,com.fasttrack.security.resultpage.ResultPageActivity.onAttachedToWindow,#10067,1,1
CrashGuard.java,com.fasttrack.security.CrashGuard.checkIgnorable,#10093,1,1
CallIdleAlert.java,com.call.assistant.ui.CallIdleAlert.getAdView,#10121,1,1
SmsMessageAlertActivity.java,com.messagecenter.sms.SmsMessageAlertActivity.onCreate,#10129,1,1
WebViewCore.java,android.webkit.WebViewCore$EventHub.transferMessages,#10135,1,1
:com.google.android.gms@11975034,com.ihs.device.clean.junk.cache.nonapp.commonrule.agent.CommonFileCacheCleanTaskAgent.isRunning,#10138,1,1
SQLiteDatabase.java,android.database.sqlite.SQLiteDatabase.openDatabase,#10139,1,1
b,com.facebook.ads.internal.view.d.c.b.,#10151,1,1
:com.google.android.gms.DynamiteModulesA@11975446,com.airbnb.lottie.ScaleXY.e,#10154,1,1
NotificationWindowManager.java,com.fasttrack.security.notification.NotificationWindowManager$3.lambda$onAnimationEnd$0,#10171,1,1
Utility.java,com.facebook.internal.Utility.setAppEventExtendedDeviceInfoParameters,#10179,1,1
DeviceUtils.java,com.mopub.common.util.DeviceUtils.getDeviceDimensions,#10180,1,1
MessageSecurityMiddlePageReceiver.java,com.fasttrack.security.messagesecurity.MessageSecurityMiddlePageReceiver.startActivity,#10185,1,1
HomeKeyWatcher.java,com.messagecenter.util.HomeKeyWatcher.stopWatch,#10193,1,1
ForegroundAppReporter.java,com.fasttrack.security.applock.core.ForegroundAppReporter.getForegroundPackageNameByUsageStats,#10194,1,1
CrashGuard.java,wd$1.run,#10203,1,1
RequestParameters.java,com.mopub.nativeads.RequestParameters$NativeAdAsset.,#10205,1,1
AppLockUtils.java,ayd.b,#10208,1,1
:com.google.android.gms@11975238,com.ihs.device.clean.junk.cache.app.sys.task.SysExternalCacheScanProcessor.e,#10210,1,1
a,com.avl.engine.g.e.a.d,#10215,1,1
MainActivity.java,com.fasttrack.security.MainActivity$9.com.fasttrack.security.view.FlashStripeView.startFlashStripeAnimation,#10223,1,1
AppLockUtils.java,com.fasttrack.security.util.AppLockUtils.read,#10245,1,1
TextServicesManager.java,android.view.textservice.TextServicesManager.,#10261,1,1
EntryActivity.java,com.fasttrack.security.EntryActivity.onCreate,#10271,1,1
:com.google.android.gms.DynamiteModulesA,com.fasttrack.security.lockscreen.locker.LockerRootView$$Lambda$1.b,#10274,1,1
NotificationCondition.java,com.fasttrack.security.notification.NotificationCondition.createDefaultNotificationView,#10278,1,1
SAPreferenceHelper.java,com.superapps.util.SAPreferenceHelper.,#10279,1,1
ScanManager.java,com.fasttrack.security.manager.ScanManager.addNewInstallScanListener,#10280,1,1
AppsFlyerProperties,com.appsflyer.AppsFlyerProperties.loadProperties,#10286,1,1
:com.google.android.gms.DynamiteModulesA@11975034,com.google.android.gms.ads.exoplayer3.audio.m.c,#10295,1,1
CpuCoolDownActivity.java,com.fasttrack.security.cpucooler.CpuCoolDownActivity.onCreate,#10297,1,1
:com.google.android.gms.DynamiteModulesA@11975248,com.airbnb.lottie.GreedyContent.absorbContent,#10305,1,1
:com.google.android.gms.DynamiteModulesA@11975446,com.acb.autopilot.inner.EventManager.context,#10309,1,1
